id,quality
2506,6
2613,5
5048,7
3044,6
592,6
3659,6
3214,5
1960,5
283,6
975,6
1422,6
4642,5
1716,5
3249,6
6272,6
1928,6
3149,6
2739,6
4687,6
3907,6
2291,7
1214,5
3774,5
4406,7
4940,6
6222,5
2399,6
1221,6
3452,7
2227,6
2807,6
3994,5
4302,5
629,6
540,5
4792,5
2324,6
4211,6
5007,6
4913,6
4695,6
4170,6
420,6
5013,5
3648,6
1219,6
1649,5
4745,5
181,5
3256,6
5704,6
3936,5
4575,6
104,5
3409,7
2156,6
2483,5
4568,6
2278,6
2869,6
4692,5
6139,6
3601,6
1227,6
1518,6
123,5
65,5
2991,5
852,6
4197,6
1728,6
1300,6
1018,5
6462,6
841,6
3831,6
86,6
5828,5
4594,6
1352,5
1670,6
5409,7
1406,6
1776,5
196,6
2875,6
1047,7
285,6
115,5
1958,6
5882,6
6323,6
5268,6
4601,6
4993,5
3706,5
4212,6
397,6
6027,5
507,7
5479,6
4509,5
2315,6
2029,6
3097,6
2231,6
4864,5
2281,6
2609,7
4987,6
1137,6
4083,5
3111,5
964,6
2158,6
911,6
5115,6
5772,6
5873,6
523,6
5006,6
5235,6
5796,7
2192,5
5914,6
472,5
1888,5
4889,7
6296,6
1051,6
3222,5
4294,6
786,6
1531,6
559,5
4917,6
2543,5
5561,5
632,5
6434,6
2856,5
822,6
3564,5
2120,6
2045,6
4048,5
3972,6
1863,4
137,5
2433,6
4300,5
4291,5
3902,5
3025,5
1053,5
5723,6
1880,5
4253,6
3737,6
1329,6
2725,5
3883,6
241,6
4527,6
3271,6
3464,5
5957,6
4970,5
6463,6
2421,7
950,7
5770,5
5802,5
4738,6
2364,6
5874,6
2144,6
1207,6
4088,6
3188,6
3421,4
2097,6
4652,6
620,6
3848,6
2646,6
4514,5
2884,6
732,5
4393,6
5908,5
2765,6
5745,5
5535,6
132,5
5418,5
4058,5
6260,6
118,6
2696,6
650,6
3352,5
1282,6
111,6
108,6
2853,6
4052,6
4248,5
5662,5
5331,7
3038,6
4946,7
4103,5
6201,7
3382,7
6049,6
4867,7
155,6
1715,5
432,5
5263,7
5617,6
6362,6
3349,5
1954,6
1775,6
3525,5
4731,6
2761,7
4278,5
5060,7
477,6
2923,6
4193,5
4174,6
729,7
5340,5
3405,6
5321,7
3821,5
2982,7
51,6
717,5
1141,6
5437,6
1613,4
2126,6
4095,5
81,7
3692,6
2057,5
415,6
5032,6
1040,6
6024,5
6479,7
6102,5
969,6
4236,6
1135,5
982,6
1334,6
6458,6
4885,6
4828,6
2823,6
4068,6
6203,6
5188,6
1496,6
484,5
1404,5
874,6
4853,6
5212,5
782,6
5347,7
5334,6
5716,6
2755,5
4984,6
4220,7
4246,6
66,7
828,4
1679,5
3538,5
1877,5
6147,6
2947,6
5122,5
3658,6
2301,6
1192,6
3640,6
1692,6
2900,6
5564,6
5352,5
3017,5
5165,5
4649,6
2820,5
5917,6
3140,5
2383,5
6010,5
743,5
1921,5
1606,7
5569,5
263,6
4963,5
4374,5
6165,5
3799,6
6345,6
2320,6
4530,6
6066,6
867,6
1647,6
226,6
5098,6
6489,5
22,7
2430,6
3152,5
41,6
3717,5
865,6
4440,5
2779,5
749,6
585,6
1662,5
4838,6
4804,7
683,6
452,6
2784,5
6002,6
1423,7
644,5
2591,6
1814,5
280,6
435,7
5996,5
2913,6
3418,6
1757,6
2882,6
6497,6
5285,5
1038,6
1356,6
3638,7
640,6
2527,6
766,6
30,6
5498,7
95,6
1143,7
2095,6
5629,6
5846,5
5262,7
5495,6
4408,5
2007,7
2948,7
2864,6
2668,5
1366,6
5465,5
4646,6
734,5
5090,6
1579,7
5688,6
